	business_id	name	address	city	state	latitude	longitude	stars	review_count	is_open
2342	7P3Z4HTUM8M8Y9Yw3cc7Pg	"""Tipsy Coffee House"""	"""6496 Medical Center St, Ste 102"""	Las Vegas	NV	36.0707521	-115.29191909999999	4.0	126	0
2343	TH_Vr8_LCnAXFDUqSkF-HA	"""Popo's Mexican Food"""	"""6542 W Indian School Rd"""	Phoenix	AZ	33.4952901	-112.202146	4.0	269	1
2345	Aw3YYxmIbt-LTtjrNWouHA	"""Dressler's Restaurant - Birkdale Village"""	"""8630 1-A Lindholm Dr"""	Huntersville	NC	35.446135	-80.87982099999999	4.0	113	1
2346	DvxGK4R1_0LR9837DCOZXg	"""Luna Pizza"""	"""7800 N 55th Ave"""	Glendale	AZ	33.5513081	-112.1778479	4.0	63	1
2347	FdrZJQL_FYKqR96L05gzcg	"""New Orleans Sno Ball"""	"""5809 N 7th St"""	Phoenix	AZ	33.5221451	-112.06497409999999	4.5	57	0
2348	TP7Ag-QrM5rNv4rmpDCtoA	"""Bar Kohl"""	"""54 George IV Bridge, Old Town"""	Edinburgh	EDH	55.9479725	-3.1917892999999995	4.0	63	0
2352	SVUxmYs6_TvX5kWv0ok-MA	"""No. 1 Boba Tea"""	"""9711 S Eastern Ave, Ste H-12"""	Las Vegas	NV	36.012512052699996	-115.119699971	4.0	269	1
2356	HP8mkVdLa9F4Amsp2thKhQ	"""Burrito Boyz"""	"""1197 The Queensway"""	Etobicoke	ON	43.621606299999996	-79.5225258	4.0	88	1
2358	el-3IdlW3bTCSnquLvH-3w	"""La Petite France"""	"""7001 N Scottsdale Rd, Ste 127"""	Scottsdale	AZ	33.5394899489	-111.92468766299999	4.0	111	0
2359	6kq9oLduJAYkb2WjAb36KA	"""Le's Sandwiches & Cafe"""	"""4520 N Tryon St"""	Charlotte	NC	35.255999650700005	-80.791980922	4.5	306	1
2360	AbnpKkW0mpv34jtRps4C0A	"""Lobbys Burgers"""	"""3141 S McClintock Dr, Unit 13"""	Tempe	AZ	33.3950949278	-111.908879631	4.0	316	0
2362	1qkKfqhO8z2XMzLLDFE96Q	"""Kodo Sushi Sake"""	"""15040 N Northsight Blvd, Ste 104"""	Scottsdale	AZ	33.6222251	-111.8976499	5.0	166	1
2363	ZcQBRzwG66TIN3iMiXz5Lw	"""Everybody Loves Fondue"""	"""3244 E Guadalupe Rd"""	Gilbert	AZ	33.3660469	-111.720459	4.5	151	1
2364	jhCcZgDhPh5oiPgOXYTkrg	"""Best Gyros"""	"""2245 Lee Rd"""	Cleveland	OH	41.4984255	-81.5650211	4.0	62	1
2365	3OknFx5ox_1O9nmP5DSFBA	"""Curry Twist Restaurant"""	"""3034 Dundas Street W"""	Toronto	ON	43.6656754	-79.470539	4.0	98	1
2367	8iVd6gMWKGGU9SL55B4vjg	"""Los Chiludos"""	"""325 Southpointe Blvd, Ste 300"""	Canonsburg	PA	40.2871578727	-80.1725844226	4.5	117	1
2368	QJ6GXAAMkgCZPF0bZk0xLw	"""Baladie Café"""	"""4872 W Lone Mountain Rd"""	Las Vegas	NV	36.247788711999995	-115.209652705	4.0	351	1
2369	QqbZA4r5g1vCbOxOAKJgWg	"""Tessaro's"""	"""4601 Liberty Ave"""	Pittsburgh	PA	40.4627963	-79.950653	4.0	342	1
2372	owt49CrXMxyLNB_K8OY4-Q	"""C & Dubbs Hamburgers"""	"""1706 Dundas St E"""	Mississauga	ON	43.6159291	-79.57585440000001	4.0	60	1
2374	UNI1agsPX2k3eJSJVB91nw	"""Hot N Juicy Crawfish"""	"""4810 Spring Mountain Rd, Ste C & D"""	Las Vegas	NV	36.1265925847	-115.206305981	4.0	1520	1
2376	f5O7v_X_jCg2itqacRfxhg	"""Sansotei Ramen"""	"""179 Dundas Street W"""	Toronto	ON	43.655003799999996	-79.38647309999999	4.0	701	1
2377	5j2ugUALtjsa2nkV1YGq5Q	"""House Modern Sushi Restaurant"""	"""1641 S Stapley Dr, Ste 103"""	Mesa	AZ	33.384436	-111.80281699999999	4.0	258	1
2379	u4sTiCzVeIHZY8OlaL346Q	"""Gaucho Parrilla Argentina"""	"""1601 Penn Ave"""	Pittsburgh	PA	40.449042999999996	-79.987573	4.5	1267	1
2380	Sb5phEms3INo-nRJ338bUQ	"""Dolled Up Cupcakes"""	"""6550 Meadowvale Town Centre Circle, Unit 2B"""	Mississauga	ON	43.5807112434	-79.7577017184	4.5	55	1
2382	xnVkYE3iMp_aZniiCIuD0g	"""AmeriBrunch Cafe"""	"""316 E Bridger Ave, Ste 102"""	Las Vegas	NV	36.167704	-115.1435534	4.5	83	1
2383	wpnLPAnkMEb1NpC3xiD_qg	"""Aloha Specialties"""	"""12 E Ogden Ave"""	Las Vegas	NV	36.173148696700004	-115.144943266	4.0	601	1
2384	ELMx3cZxU_aSreWDvT2ZDQ	"""Sampaguita Village"""	"""322 Wilson Avenue"""	North York	ON	43.73723	-79.43654000000001	4.0	74	1
2385	793LPDn8axywoOANbDeAZw	"""Great Harvest Bread Company"""	"""661 Marks St"""	Henderson	NV	36.0662135	-115.03668359999999	4.0	77	1
2387	Oov46oqwdu6ljHokq1xjfg	"""U-Swirl Frozen Yogurt"""	"""6592 N Decatur Blvd, Ste 100"""	Las Vegas	NV	36.2798178536	-115.205008098	4.0	83	1
2388	vbVJzKDhHlhMnKRpES5QzQ	"""Chengdu Taste"""	"""3950 Schiff Dr"""	Las Vegas	NV	36.1250583	-115.1923002	4.0	209	1
2391	MpT8KheTjs7TSDWIoMUFxg	"""China AAA"""	"""9775 S Maryland Pkwy, Ste C"""	Las Vegas	NV	36.0115778	-115.1381327	4.0	110	1
2392	3JxKzWquEbPC3yPIfoCiLw	"""Eest Asian Bistro"""	"""3145 N Dysart Rd, Ste C102"""	Avondale	AZ	33.481100714499995	-112.339391978	4.0	129	1
2393	Leif5a7FHom7sfCx2lrzAw	"""Riley's Pour House"""	"""215 E Main St"""	Carnegie	PA	40.4085892	-80.0852276	4.0	72	1
2397	K-SsrPH0nFExdpLrTo1X1w	"""Burgatory"""	"""300 Mcholme Dr"""	Pittsburgh	PA	40.4489936971	-80.1743562497	4.0	434	1
2399	gOtY-I9lvbyOUShbBhCChQ	"""Pamela's"""	"""5813 Forbes Ave"""	Pittsburgh	PA	40.4382396	-79.922326	4.0	62	0
2400	qC0Di2wDeUBMSMbz6fdYBw	"""Frasher's Steak House & Lounge"""	"""2122 N Scottsdale Rd"""	Scottsdale	AZ	33.4716681	-111.9265148	4.0	134	0
2401	wj2DUF07FDk9-nTKcoPaPQ	"""The Scullery"""	"""200 Carlton Street"""	Toronto	ON	43.6638691	-79.3704617	4.0	53	1
2404	RrqcZLX05djKo1GVLMXMDQ	"""Korean Village Restaurant"""	"""628 Bloor Street W"""	Toronto	ON	43.6645466	-79.4143991	4.0	245	1
2407	cu0Ig3kb9WymVIzjC8Xk2w	"""Blaze Fast-Fire'd Pizza"""	"""673 Mall Ring Circle Henderson"""	Henderson	NV	36.065271100000004	-115.0458364	4.0	141	1
2408	TQur3w5rlpsxRZxuomz-Xw	"""BurgerFi"""	"""927 E University Dr"""	Tempe	AZ	33.421659399999996	-111.92521399999998	4.0	64	1
2410	JKAYcu_1UPHTyquCZCKPaw	"""Strip"""	"""36840 Detroit Rd"""	Avon	OH	41.453317	-82.0331452	4.0	173	1
2412	zwkif4XLEDqdEwEgTWLIVQ	"""Bon Vivant"""	"""2705 Rue Notre-Dame O"""	Montréal	QC	45.481907	-73.5770819	4.0	61	1
2414	B3ucstFotOHce9VhSs9dog	"""Restaurant Gandhi"""	"""230 Rue Saint-Paul O"""	Montréal	QC	45.502148	-73.555503	4.0	95	1
2415	KpG24S0VRTvPqNh_qC-wLg	"""In-N-Out Burger"""	"""8285 W Bell Rd"""	Peoria	AZ	33.637756700000004	-112.23299250000001	4.0	142	1
2416	RnAb4KkRDmWUBWhhZhugZQ	"""Ohana Hawaiian BBQ"""	"""7435 S Durango Dr, Ste 104"""	Las Vegas	NV	36.053057396599996	-115.279810162	4.0	198	1
2419	b-RSw4G3HJvGfwvRLzuLPw	"""SUGARCANE Raw Bar Grill - Las Vegas"""	"""3355 Las Vegas Blvd S, Ste 112"""	Las Vegas	NV	36.1229174	-115.1685253	4.5	214	1
2420	SEEy7DKuVbgw4Rai2BqEEQ	"""Los Paisas"""	"""8318 Pineville-Matthews Rd"""	Charlotte	NC	35.0898289	-80.85862929999999	4.5	107	1
2421	w-q9UTLqk6njQWOJEWelwA	"""Wildflower Bread Company"""	"""3400 E Sky Harbor Blvd"""	Phoenix	AZ	33.4378318986	-111.99912035700001	4.0	161	1
2422	1mevg35inXfWjQKNbBQGKg	"""Los Altos Ranch Market"""	"""1118 E Southern Ave"""	Mesa	AZ	33.3946689	-111.80684070000001	4.0	68	1
2423	1iL0ZmCINct2yORMvM1e0A	"""Athenian Grill"""	"""614 Indian Trail Rd"""	Indian Trail	NC	35.0700667	-80.67641379999999	4.5	77	1
2424	6e0Abng1LRexKI4LRJTX_A	"""Algobertos"""	"""7501 N Cimarron Rd, Ste 109"""	Las Vegas	NV	36.297302200000004	-115.2704506	4.0	90	1
2425	nKeGPmH5dYNVL5AyAItuKg	"""Restaurant Chantecler"""	"""1320 Queen Street W"""	Toronto	ON	43.6417194	-79.4312466	4.0	131	1
2426	D3ehpx1uKG5aLuaJgztYDg	"""Solo Café Gourmet Coffee & Tea House"""	"""107 E Baseline Rd, Ste A-4"""	Tempe	AZ	33.377759999999995	-111.93871899999999	4.5	219	1
2428	nBo99rJ9dG6-hiKdo7E7gw	"""Darband Restaurant"""	"""879 York Mills Road"""	North York	ON	43.754983700000004	-79.3489345	4.0	65	1
2431	1czIVv2iyOHc3WMgtUWXCQ	"""Persuasian Restaurant"""	"""2214 Park Rd"""	Charlotte	NC	35.2	-80.85247199999999	4.0	86	1
2432	XAELZpZoSn3DwJu1c4BvnQ	"""Pho Vuon Lai Jasmine Garden"""	"""250 Alton Towers Circle, Unit C6"""	Scarborough	ON	43.8251957	-79.2761678	4.0	52	1
2434	ZrtROjmux0QieMkwqlnnTA	"""Ristorante Quattro"""	"""17 Rue Notre-Dame Ouest"""	Montréal	QC	45.50588320000001	-73.5560708	4.0	97	1
2435	8K4BDHHXXBVGFqWQoMVQrQ	"""Lilac Bakery"""	"""2747 E Indian School Rd"""	Phoenix	AZ	33.4947439	-112.02195060000001	4.5	52	1
2436	4zNvBpxABIbXR4GUbwO3Ow	"""Z's Asian Fusion"""	"""6554 E Cave Creek Rd, Ste 14"""	Cave Creek	AZ	33.8330116272	-111.94026184100001	4.5	178	1
2437	fbbyP0hbsqRA0Jdy54AlsQ	"""Donutsville"""	"""8275 W Lake Pleasant Pkwy, Ste 107"""	Peoria	AZ	33.6698040611	-112.23897189899999	4.0	149	1
2440	zeiaHxtK2fTUz_jlPdIKPQ	"""Aviv Restaurant"""	"""328 Dupont Street"""	Toronto	ON	43.6745536	-79.40898370000001	4.0	64	1
2442	GmyFrB4wEvnfwJM9KyoZ-w	"""Penzeys Spices"""	"""1729 Penn Ave"""	Pittsburgh	PA	40.4503831	-79.9853827	4.5	56	1
2443	5zk3LxFzijmY2JipVZ7Xdg	"""Blossom Asian Cuisine"""	"""8350 W Lower Buckeye Rd, Ste 106"""	Tolleson	AZ	33.4232984	-112.2404947	4.0	143	1
2445	oN_A87dyVD2FBk7coLnhCg	"""Chile Verde Express Mexican Grill"""	"""8095 S Rainbow Blvd"""	Las Vegas	NV	36.0418375	-115.2441863	4.5	193	1
2446	rZ3DkcEulxmr2bVBSPcgBQ	"""Pizzeria Bros"""	"""13 Rue Notre-Dame O"""	Montréal	QC	45.505861009499995	-73.5559096026	4.5	57	1
2447	_4tCeVrLRmI18BscMiHr7Q	"""Asmara Restaurant"""	"""4180 W Desert Inn Rd"""	Las Vegas	NV	36.1309039	-115.19600630000001	4.0	90	1
2448	vWTiJmM07kbjShL3yjoOrg	"""Lil' Leto Catering"""	"""8225 E Chaparral Rd"""	Scottsdale	AZ	33.509057	-111.9031415	5.0	55	1
2449	YuiM5VKscO8rS1EX7f19_g	"""Fleur by Hubert Keller"""	"""3950 S Las Vegas Blvd"""	Las Vegas	NV	36.0912534112	-115.176881115	4.0	1020	1
2451	oSI3qAZI_zhd91twB-ivqA	"""Tutti Santi by Nina"""	"""19420 N 59th Ave, Ste C117"""	Glendale	AZ	33.662239299999996	-112.18689099999999	4.0	65	0
2456	qPpoW-iZaAY3_3COzZcAeg	"""Matcha House Tea And Sweets"""	"""10090 S Eastern Ave, Ste 100"""	Henderson	NV	36.0062907	-115.11187949999999	4.5	75	1
2457	fAlKTsfsUF6A5iujEI2Z1w	"""Off The Strip at the LINQ"""	"""3545 Las Vegas Blvd S"""	Las Vegas	NV	36.117683	-115.17124799999999	4.0	527	1
2458	sKhDrZFCJqfRNylkHrIDsQ	"""Starbucks"""	"""1990 Village Center Cir"""	Las Vegas	NV	36.1917842025	-115.305014335	4.0	68	1
2459	oWxiT2PasutHFyZp8Yh2mA	"""Salazar Bros Mexican Food"""	"""926 E Guadalupe Rd"""	Tempe	AZ	33.364188	-111.927609	4.5	82	1
2461	qpaX3qOHBSOAEDUcIs8SPQ	"""Raising Cane's"""	"""4655 W Charleston"""	Las Vegas	NV	36.1585998893	-115.204244642	4.0	203	1
2462	BzDvGft8UQraA8waOU1BOA	"""TJ's Butcher Block & Deli"""	"""14415 Detroit Ave"""	Lakewood	OH	41.4851771	-81.79526390000001	4.5	73	1
2463	jpn329BeGpfAa9n1uPYOrA	"""Cucina Vitale"""	"""2516 E Carson St"""	Pittsburgh	PA	40.4274551	-79.96912309999999	4.0	62	1
2464	2z7xERz1Nonyw8Kjr4SffA	"""Santa Madre Taco Shop"""	"""4539 E Thomas Rd, Ste 105"""	Phoenix	AZ	33.479871165300004	-111.98311795299999	4.5	114	1
2465	XxmziAeRqMKwsDjyyjVgeg	"""Zarra's A Taste of Southern Italy"""	"""3887 Bigelow Blvd"""	Pittsburgh	PA	40.454755	-79.954216	4.0	94	1
2466	xJAXkMIgnWNpqyGCosmp2Q	"""Crispy Banh Mi"""	"""5100 S Blvd, Ste C"""	Charlotte	NC	35.1680048	-80.8765329	4.5	195	1
2468	GU0zNpgisY-pV3U2Sfdp6A	"""Boulevard Bar & Grille"""	"""9860 Las Vegas Blvd S"""	Las Vegas	NV	36.010762	-115.17176599999999	4.0	150	1
2469	-IWsoxH7mLJTTpU5MmWY4w	"""Pho Kinh Do"""	"""4300 Spring Mountain Rd, Ste 101"""	Las Vegas	NV	36.1265982988	-115.19778381100001	4.0	742	1
2470	yYMTMtguT90BfMJVxasFuw	"""China Gourmet"""	"""9002 W Sahara Ave, Ste A"""	Las Vegas	NV	36.1447875863	-115.29497139	4.0	154	1
2471	Ht-_i0UAq7YDBaqJwcQMdQ	"""Le Club Chasse et Pêche"""	"""423 Rue Saint-Claude"""	Montréal	QC	45.5089369	-73.5525034	4.5	172	1
2472	ejKXczjEkm1gzyRdblQm8w	"""Fresh on Spadina"""	"""147 Spadina Avenue"""	Toronto	ON	43.6480684	-79.3956287	4.0	302	1
2473	5Rh6E8PpHiyegNbbeNX5Ug	"""Arts café"""	"""201 Avenue Fairmount O"""	Montréal	QC	45.5214614	-73.596972	4.0	84	1
2474	UkoseRjoLT4K2bEzvmyhYA	"""The Wren"""	"""1382 Danforth Avenue"""	Toronto	ON	43.6824096	-79.32804959999999	4.0	146	1
2475	ZSCEkqlzZKRrZUz98CXtNw	"""Noodles & Company"""	"""2201 South Blvd"""	Charlotte	NC	35.206689000000004	-80.860924	4.0	74	1
2477	NPv4c-tDScToghoF9lnZbg	"""Meridiem Kitchen & Lounge"""	"""1245 S Price Rd, Ste 100"""	Chandler	AZ	33.287642600000005	-111.89063780000001	4.0	115	1
2478	RWd83o4drIOE60W1meaESA	"""Mirabelle Fine Pastries"""	"""124 W Main St"""	Urbana	IL	40.1124479	-88.2084132	4.0	100	1
2479	B2KSgKekQfeOFHWH7g68Tg	"""Dhaba Indian Bistro"""	"""8333 Greenway Blvd, Ste 100"""	Middleton	WI	43.0898458	-89.52650179999999	4.5	184	1
2481	JEQaPs7jNT1M2os9lJDlUA	"""Coronado Cafe"""	"""2201 N 7th St"""	Phoenix	AZ	33.4713153	-112.0648061	4.0	166	0
2483	9WIn1fMJoDPqkc5HOQdybw	"""Trattoria Antica"""	"""3909 Providence Rd A, Ste A"""	Waxhaw	NC	34.9380106528	-80.7505577803	4.0	59	0
2484	NTtLuuBKpywlyIz6oyd9kg	"""Sawa Sushi"""	"""3962 Blue Diamond Rd, Ste 104"""	Las Vegas	NV	36.0398786	-115.19259779999999	4.5	247	1
2485	P28agvrsm3OARbV3tFQbUg	"""Rosatis Pizza"""	"""7119 E Shea Blvd"""	Scottsdale	AZ	33.5814515	-111.92789520000001	4.0	61	1
2487	hvPPw19VdGRsOEkxgyD7tg	"""Thara Thai"""	"""912 1/2 W Bloomington Rd"""	Champaign	IL	40.1351145	-88.26544679999999	4.0	172	1
2488	QMpy9X4gqqqRY2QwG2kxVA	"""Astoria Cafe and Market"""	"""5417 Detroit Ave"""	Cleveland	OH	41.485299334299995	-81.7244920135	4.5	69	1
2489	K75oPh837az2upKWPS2LUQ	"""Paul's Pel'meni"""	"""414 W Gilman St"""	Madison	WI	43.074503	-89.394115	4.5	350	1
2491	PIS8lB8cYYzIOa80x5MRLQ	"""Aladdin's Eatery - Mayfield Village"""	"""775 Som Center Rd"""	Mayfield Village	OH	41.5402283203	-81.4381013248	4.0	67	1
2494	U0UnBjz9DugW2qRZputKBg	"""Manan Bakery"""	"""6620 W Flamingo Rd, Unit 4"""	Las Vegas	NV	36.115024	-115.23663799999999	4.0	231	1
2495	bDgmLfAh_TWRCHEYC8hbpQ	"""The Keg Steakhouse & Bar"""	"""560 King Street W"""	Toronto	ON	43.6448066526	-79.3990968747	4.0	80	1
2496	vrKcFQPxj1Zzyj93yl-t6g	"""Topgolf"""	"""1689 S Santan Village Pkwy"""	Gilbert	AZ	33.320189787	-111.741574556	4.0	328	1
2497	dA7ORbBrCdxoMlvn3I6JDA	"""Shimogamo"""	"""2051 W Warner Rd, Ste 14"""	Chandler	AZ	33.3338122766	-111.87776048200001	4.0	386	1
2498	EdY6q0CO2mlATpoTFkvHAw	"""Dim Sum Cafe"""	"""3700 S Hualapai Way"""	Las Vegas	NV	36.1217538915	-115.31439294799999	4.0	269	1
2499	WCq2kAjBHe42PG2OLjSNaQ	"""Trader Joe's"""	"""7555 E Frank Lloyd Wright"""	Scottsdale	AZ	33.6359246	-111.91715090000001	4.5	101	1
2500	7gHdVSAz_Dm1wS1ZImJSiQ	"""The Baked Bear"""	"""7366 E Shea Blvd, Ste 106"""	Scottsdale	AZ	33.58413970000001	-111.92224809999999	4.0	183	1
2501	Q62lGVKqoKJ09lZNt2qpfw	"""Lucky Chinese Restaurant"""	"""2650 Lawrence Avenue E"""	Scarborough	ON	43.752733	-79.264041	4.0	65	1
2502	k0iSRXXqw49yugl8UUpbsw	"""Foodie Fit"""	"""2185 E. Windmill Lane, Ste 100"""	Las Vegas	NV	36.0415682	-115.1215253	4.5	73	1
2503	buacGSEw8yLGJo8g-i02wg	"""Pisces Sushi Bar & Lounge"""	"""1100 Metropolitan Ave, Ste 120"""	Charlotte	NC	35.2122578665	-80.83593105279999	4.0	356	1
2504	XZ7eQLjyGXf6y69UT4SGhg	"""Cafe Breizh"""	"""3555 S Fort Apache Rd, Ste 141"""	Las Vegas	NV	36.1250753	-115.29797279999998	4.5	248	1
2506	mvsnt4q3A5TzcbPFolpsZQ	"""Tesoro Ristorante Italiano"""	"""11219 E Via Linda, Ste D1"""	Scottsdale	AZ	33.5865273	-111.83883610000001	4.0	148	1
2509	T9va11v5HvQDnEXO9k838A	"""Yovi's"""	"""477 Graeme St Market Sq"""	Pittsburgh	PA	40.4413090845	-80.00280082229999	4.5	57	1
2510	FMnH5WIRLyexBYMBUUnDxQ	"""Hearthstone Kitchen & Cellar"""	"""11011 W Charleston Blvd"""	Las Vegas	NV	36.156348	-115.334471	4.0	722	1
2511	WkTjbYtLiZqK-jpce7Gtuw	"""Abyssinia Ethiopian Restaurant"""	"""4780 W Tropicana Ave, Ste 108"""	Las Vegas	NV	36.1017505628	-115.20533831899999	4.0	88	1
2513	hr0vxeTzlHx6fTpSSmu2AA	"""Russo's"""	"""4895 State Rd"""	Peninsula	OH	41.2022425	-81.49580470000001	4.0	90	1
2515	uW6UHfONAmm8QttPkbMewQ	"""Island Flavor"""	"""8090 S Durango Dr"""	Las Vegas	NV	36.041786	-115.27823500000001	4.5	1142	1
2516	yRvmDKX-Ocgd8zq_iMgujA	"""Lustre Bar"""	"""2 E Jefferson St"""	Phoenix	AZ	33.4474723	-112.07326019999999	4.0	216	1
2518	wHq1efQVz17338k_aUOX3w	"""Hob Nobs"""	"""149 W McDowell Rd"""	Phoenix	AZ	33.465462	-112.07801699999999	4.0	266	1
2519	ZE1n6H-4qgq_7z67qa4yUA	"""Gasper's Casual Italian Dining and Pizzeria"""	"""4117 N 16th St"""	Phoenix	AZ	33.4957851	-112.0473892	4.0	75	0
2520	Gh1BoQNMGkh91pSHqvDRAA	"""Thai Style Noodle House 2"""	"""5135 S Fort Apache Rd, Ste 125"""	Las Vegas	NV	36.0949947	-115.29820149999999	4.0	368	1
2523	RixnVQV24bc3p92mSntaVA	"""Creamberry"""	"""7965 S Rainbow Blvd, Ste 140"""	Las Vegas	NV	36.043749911999996	-115.243998814	4.5	214	1
2524	TVKenh65WwJX3zEr36zKCA	"""Oyster Bar"""	"""1301 W Sunset Rd"""	Henderson	NV	36.060528000000005	-115.041156	4.0	219	1
2526	ZXC9HaHWeHnKKtbqX74Q_A	"""Señor Taco"""	"""1929 N Power Rd, Ste 105"""	Mesa	AZ	33.4510207831	-111.682314962	4.0	163	1
2527	YF4QJ_j-PM7cMZja6K1MwQ	"""Encore Beach Club"""	"""3131 Las Vegas Blvd S"""	Las Vegas	NV	36.1294170718	-115.16611686799999	4.0	700	0
2528	6tLL1P8k9drb7MJEVwmRhg	"""Papago Brewing"""	"""7107 E Mcdowell Rd"""	Scottsdale	AZ	33.4655863	-111.9279622	4.0	452	0
2529	3p4M5be6uc1S78TO62gmOg	"""Dominick's Steakhouse"""	"""15169 N Scottsdale Rd"""	Scottsdale	AZ	33.6234810428	-111.924918425	4.0	341	1
2530	xImiQIhC2ZBDEy7LhpQ4nQ	"""Cowboy Ciao"""	"""Phoenix Sky Harbor"""	Phoenix	AZ	33.437267855	-111.99438894	4.0	347	1
2532	6ZIHxvFTHC1pvAzAS0uLDA	"""Lee's Sandwiches"""	"""1901 W Warner Rd, Ste 1"""	Chandler	AZ	33.334604	-111.87475	4.0	451	1
2533	umrDQGRNied77aVg29_fVw	"""Welcome Chicken + Donuts"""	"""1535 E Buckeye Rd"""	Phoenix	AZ	33.4365376582	-112.048716904	4.0	475	1
2535	Ul6JwluSTm12PVDIqnNaTg	"""Kaya"""	"""2000 Smallman St"""	Pittsburgh	PA	40.4516553	-79.984218	4.0	546	1
2536	v2p2jQ-FAse_FQI0LSh1pg	"""Pink Spot"""	"""49 W Thomas Rd"""	Phoenix	AZ	33.480158	-112.07650500000001	4.0	124	0
2538	teJYodKzM_ePs_mgQGEBpw	"""The Farm"""	"""7222 W Grand Teton Dr"""	Las Vegas	NV	36.30513079999999	-115.25215559999998	4.0	88	1
2539	CQDJ2y9sLxc0HfwNO5R3Ew	"""Pho Avina"""	"""4920 W Thunderbird Rd, Ste 110"""	Glendale	AZ	33.611367	-112.16568000000001	4.0	291	1
2540	nXUumj3RzCRVmm7B9HujAg	"""The Coffee Bean & Tea Leaf"""	"""7291 W Lake Mead Blvd, Ste 110"""	Las Vegas	NV	36.1956672547	-115.25068050899999	4.0	92	1
2541	SoUlHQO5jZf2XFHr8g2CTA	"""Pub BreWskey"""	"""380 Rue Saint Paul E"""	Montréal	QC	45.508949	-73.55153	4.5	84	1
2542	MPvBQgktNUTnzu92espAJw	"""Adrak Indian Restaurant & Bar"""	"""15 Wertheim Court"""	Richmond Hill	ON	43.8444096	-79.3854079	4.0	90	1
2543	qA-747-HsB_G1-PFofbvtg	"""Sin City Brewing Company"""	"""3377 Las Vegas Blvd S"""	Las Vegas	NV	36.121469	-115.169102	4.0	87	1
2544	QNraL-gIxGAeXY2bNqTDdQ	"""The Baked Bear"""	"""420 S Mill Ave, Ste 106"""	Tempe	AZ	33.4257625	-111.94037240000002	4.0	78	1
2545	dIqMQYs6tmowQUygS8sQ6A	"""JoBot Coffee & Diner"""	"""918 N 5th St"""	Phoenix	AZ	33.458356099999996	-112.06778349999999	4.0	428	0
2546	GQSmxqRi_s9U9qd5gHLKAw	"""Duke's Refresher + Bar"""	"""382 Yonge Street, Unit 8"""	Toronto	ON	43.6590440287	-79.3830707247	4.0	138	1
2547	_SQvOdb33mhlNJZYEYUKxA	"""Zoyo Neighborhood Yogurt"""	"""1515 N 7th Ave, Ste 130"""	Phoenix	AZ	33.4657540946	-112.082304955	4.0	63	1
2549	9fKYo_6qLPofBbts0JAnSw	"""Main St Greek"""	"""60 Main Street N"""	Markham	ON	43.8759432609	-79.2604827692	4.0	75	1
2550	FsCujpVh9Za2Dl5MIYLCxA	"""Zu Izakaya Asian Kitchen"""	"""2210 N Scottsdale Rd"""	Tempe	AZ	33.452529838400004	-111.926886571	4.5	463	1
2551	zc1sur_MxkKkD6P8gYXQbg	"""Kay's Kafe"""	"""3401 S 43rd Ave"""	Phoenix	AZ	33.4168466048	-112.15045573	4.5	86	1
2552	JQOmOqfoJgNOdFDQrBRmBw	"""VNam Pho"""	"""15332 W Bell Rd"""	Surprise	AZ	33.6392554	-112.39045209999999	4.5	105	1
2553	hun1IpoFPWs7zoYyr_JtoQ	"""CoreLife Eatery"""	"""17917 Southpark Ctr, Ste 130"""	Strongsville	OH	41.3123884653	-81.8256465003	4.5	89	1
2555	wnyMhlR5KCWkTCzQ1_gOUQ	"""Mi Pueblo Taqueria"""	"""12207 Lorain Ave"""	Cleveland	OH	41.4602648	-81.7730535	4.0	92	0
2558	VoayviMR2sm4C0CSh_I8Nw	"""Genuine Fresche"""	"""1686 N Higley Rd, Ste 105"""	Gilbert	AZ	33.381267	-111.723478	4.0	174	1
2560	6jDD-Z8QcsKTdIDWwM8gog	"""Anna Marie's Italian Cuisine"""	"""10170 W Tropicana Ave, Ste 144"""	Las Vegas	NV	36.1016027	-115.31422079999999	4.0	123	1
2561	Ymy91k8r312xvxzC42b5IQ	"""Top Gun Steak & Burger"""	"""251 Augusta Avenue"""	Toronto	ON	43.6550126	-79.40210259999999	4.0	91	1
2562	1Z5S_Lkcl6vA3ZvrAG91TA	"""Sofrito Rico Authentic Puerto Rican Cuisine"""	"""5201 W Charleston Blvd, Ste 110"""	Las Vegas	NV	36.158830200000004	-115.21116509999999	4.5	272	1
2563	RVt3dKDevhEs0gVMYeL6_w	"""Weeziana Gumbo & More"""	"""6475 W Charleston Blvd"""	Las Vegas	NV	36.1588559741	-115.236683004	4.5	64	0
2564	FqXwm6UpihHY7Ha-pr4y6Q	"""Pasta Mia West"""	"""4455 W Flamingo Rd"""	Las Vegas	NV	36.11478889999999	-115.2015722	4.0	223	1
2569	SEMvJDVnDB4NoPW6tXXO_Q	"""Goong Korean BBQ Restaurant"""	"""7729 S Rainbow Blvd"""	Las Vegas	NV	36.0478201687	-115.244066014	4.5	386	1
2570	7b7Hj8hdcObDoBcBqL4MVg	"""Rusty Spur Saloon"""	"""7245 E Main St"""	Scottsdale	AZ	33.4930044	-111.92488519999999	4.0	176	1
2572	W7ja3Nkuv1kmPdCJ-0k0LQ	"""Project Sushi"""	"""3579 Medina Rd"""	Medina	OH	41.136972	-81.815725	4.5	56	1
